component,horizon,shock,response,shock_name,response_name,unrotated,lower,median,upper
contemporaneous,4,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,4,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,4,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,4,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,4,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,4,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,4,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,4,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,4,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,4,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,4,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,4,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,4,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,5,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,5,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,5,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,5,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,5,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,5,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,5,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,5,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,5,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,5,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,5,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,5,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,5,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,5,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,5,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,5,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,5,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,5,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,5,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,5,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,5,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,5,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,5,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,5,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,5,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,6,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,6,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,6,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,6,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,6,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,6,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,6,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,6,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,6,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,6,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,6,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,6,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,6,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,6,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,6,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,6,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,6,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,6,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,6,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,6,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,6,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,6,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,6,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,6,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,6,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,7,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,7,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,7,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,7,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,7,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,7,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,7,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,7,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,7,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,7,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,7,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,7,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,7,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,7,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,7,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,7,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,7,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,7,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,7,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,7,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,7,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,7,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,7,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,7,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,7,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,8,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,8,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,8,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,8,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,8,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,8,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,8,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,8,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,8,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,8,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,8,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,8,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,8,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,8,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,8,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,8,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,8,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,8,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,8,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,8,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,8,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,8,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,8,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,8,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,8,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,9,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,9,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,9,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,9,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,9,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,9,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,9,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,9,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,9,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,9,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,9,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,9,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,9,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,9,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,9,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,9,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,9,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,9,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,9,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,9,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,9,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,9,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,9,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,9,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,9,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,10,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,10,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,10,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,10,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,10,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,10,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,10,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,10,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,10,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,10,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,10,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,10,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,10,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,10,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,10,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,10,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,10,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,10,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,10,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,10,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,10,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,10,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,10,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,10,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,10,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,11,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,11,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,11,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,11,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,11,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,11,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,11,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,11,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,11,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,11,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,11,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,11,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,11,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,11,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,11,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,11,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,11,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,11,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,11,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,11,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,11,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,11,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,11,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,11,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,11,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,12,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,12,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,12,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,12,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,12,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,12,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,12,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,12,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,12,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,12,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,12,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,12,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,12,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,12,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,12,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,12,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,12,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,12,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,12,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,12,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,12,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,12,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,12,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,12,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,12,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,13,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,13,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,13,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,13,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,13,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,13,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,13,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,13,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,13,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,13,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,13,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,13,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,13,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,13,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,13,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,13,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,13,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,13,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,13,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,13,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,13,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,13,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,13,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,13,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,13,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,14,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,14,1,2,Supply shock,Energy demand growth,0,0,0,0
contemporaneous,14,1,3,Supply shock,Employment change,0,0,0,0
contemporaneous,14,1,4,Supply shock,Inflation,0,0,0,0
contemporaneous,14,1,5,Supply shock,Interest rate,0,0,0,0
contemporaneous,14,2,1,Demand shock,GDP growth,0,0,0,0
contemporaneous,14,2,2,Demand shock,Energy demand growth,0,0,0,0
contemporaneous,14,2,3,Demand shock,Employment change,0,0,0,0
contemporaneous,14,2,4,Demand shock,Inflation,0,0,0,0
contemporaneous,14,2,5,Demand shock,Interest rate,0,0,0,0
contemporaneous,14,3,1,Monetary policy shock,GDP growth,0,0,0,0
contemporaneous,14,3,2,Monetary policy shock,Energy demand growth,0,0,0,0
contemporaneous,14,3,3,Monetary policy shock,Employment change,0,0,0,0
contemporaneous,14,3,4,Monetary policy shock,Inflation,0,0,0,0
contemporaneous,14,3,5,Monetary policy shock,Interest rate,0,0,0,0
contemporaneous,14,4,1,Unrestricted shock 4,GDP growth,0,0,0,0
contemporaneous,14,4,2,Unrestricted shock 4,Energy demand growth,0,0,0,0
contemporaneous,14,4,3,Unrestricted shock 4,Employment change,0,0,0,0
contemporaneous,14,4,4,Unrestricted shock 4,Inflation,0,0,0,0
contemporaneous,14,4,5,Unrestricted shock 4,Interest rate,0,0,0,0
contemporaneous,14,5,1,Unrestricted shock 5,GDP growth,0,0,0,0
contemporaneous,14,5,2,Unrestricted shock 5,Energy demand growth,0,0,0,0
contemporaneous,14,5,3,Unrestricted shock 5,Employment change,0,0,0,0
contemporaneous,14,5,4,Unrestricted shock 5,Inflation,0,0,0,0
contemporaneous,14,5,5,Unrestricted shock 5,Interest rate,0,0,0,0
contemporaneous,15,1,1,Supply shock,GDP growth,0,0,0,0
contemporaneous,15,1,2,Supply shock,Energy demand growth,0,0,0,0
