benchmark_replicate,benchmark_in_set,benchmark_rank,benchmark_pvalue,set_size,decided_by_accepted_test,final_pvalue,n_dropped_replicates
617,1,1,1.000000,1,no,0.000000,0
618,1,1,1.000000,1,no,0.000000,0
619,1,1,1.000000,1,no,0.000000,0
620,1,1,1.000000,1,no,0.000000,0
621,1,1,1.000000,1,no,0.013400,0
622,1,1,1.000000,1,no,0.000100,0
623,1,1,1.000000,1,no,0.000000,0
624,1,1,1.000000,1,no,0.000000,0
625,1,1,1.000000,1,no,0.000000,0
626,1,1,1.000000,1,no,0.000000,0
627,1,1,1.000000,1,no,0.000000,0
628,1,1,1.000000,1,no,0.000000,0
629,1,1,1.000000,1,no,0.000000,0
630,1,1,1.000000,1,no,0.037200,0
631,1,1,1.000000,1,no,0.000000,0
632,1,1,1.000000,1,no,0.000000,0
633,1,2,0.097000,2,yes,0.097000,0
634,1,1,1.000000,1,no,0.000000,0
635,1,1,1.000000,1,no,0.000000,0
636,1,1,1.000000,1,no,0.000000,0
637,1,1,1.000000,1,no,0.000000,0
638,1,1,1.000000,1,no,0.000000,0
639,0,5,0.000000,1,no,0.001500,0
640,1,1,1.000000,1,no,0.000000,0
641,1,1,1.000000,1,no,0.000000,0
642,1,1,1.000000,1,no,0.000000,0
643,1,1,1.000000,1,no,0.000000,0
644,1,1,1.000000,1,no,0.000000,0
645,1,1,1.000000,1,no,0.000000,0
646,1,1,1.000000,1,no,0.000000,0
647,1,2,0.834200,2,yes,0.834200,0
648,1,1,1.000000,1,no,0.000000,0
649,1,1,1.000000,1,no,0.000000,0
650,1,1,1.000000,1,no,0.000000,0
651,1,1,1.000000,1,no,0.000000,0
652,1,1,1.000000,1,no,0.000000,0
653,1,1,1.000000,1,no,0.000000,0
654,1,1,1.000000,1,no,0.000000,0
655,1,1,1.000000,1,no,0.000000,0
656,1,1,1.000000,1,no,0.000000,0
657,1,1,1.000000,1,no,0.000000,0
658,0,10,0.000000,3,yes,0.509400,0
659,1,1,1.000000,2,yes,0.070100,0
660,1,1,1.000000,1,no,0.000000,0
661,1,1,1.000000,4,yes,0.052800,0
662,1,2,0.240100,2,yes,0.240100,0
663,1,1,1.000000,1,no,0.000000,0
664,1,1,1.000000,1,no,0.000000,0
665,1,1,1.000000,1,no,0.000700,0
666,1,1,1.000000,1,no,0.000000,0
667,1,1,1.000000,1,no,0.000000,0
668,1,1,1.000000,1,no,0.000000,0
669,1,1,1.000000,1,no,0.000000,0
670,1,1,1.000000,1,no,0.000000,0
671,1,1,1.000000,1,no,0.000000,0
672,1,1,1.000000,1,no,0.000000,0
673,1,1,1.000000,1,no,0.000000,0
674,0,2,0.000000,1,no,0.000000,0
675,1,1,1.000000,1,no,0.004500,0
676,1,1,1.000000,2,yes,0.687200,0
677,1,1,1.000000,1,no,0.000000,0
678,1,1,1.000000,1,no,0.000000,0
679,1,1,1.000000,1,no,0.000000,0
680,0,3,0.002300,2,yes,0.183400,0
681,1,1,1.000000,1,no,0.000000,0
682,1,1,1.000000,1,no,0.000000,0
683,1,1,1.000000,1,no,0.000000,0
684,1,1,1.000000,1,no,0.000000,0
685,1,1,1.000000,1,no,0.000000,0
686,1,1,1.000000,1,no,0.000000,0
687,1,1,1.000000,1,no,0.000000,0
688,1,1,1.000000,2,yes,0.196600,0
689,0,2,0.010700,1,no,0.010700,0
690,1,1,1.000000,1,no,0.000000,0
691,1,1,1.000000,1,no,0.000000,0
692,0,4,0.000000,2,yes,0.355900,0
693,1,1,1.000000,1,no,0.000000,0
694,1,1,1.000000,1,no,0.000000,0
695,0,3,0.019900,2,yes,0.578500,0
696,1,1,1.000000,1,no,0.000000,0
697,1,1,1.000000,1,no,0.000000,0
698,1,1,1.000000,1,no,0.000000,0
699,0,2,0.005400,1,no,0.005400,0
700,1,1,1.000000,1,no,0.000000,0
701,1,1,1.000000,1,no,0.000000,0
702,1,1,1.000000,1,no,0.000000,0
703,1,1,1.000000,1,no,0.000000,0
704,1,1,1.000000,1,no,0.000000,0
705,1,1,1.000000,1,no,0.000000,0
706,1,1,1.000000,1,no,0.000000,0
707,1,1,1.000000,2,yes,0.054100,0
708,1,2,0.445600,2,yes,0.445600,0
709,1,1,1.000000,1,no,0.000000,0
710,1,1,1.000000,1,no,0.000000,0
711,1,1,1.000000,1,no,0.000000,0
712,1,1,1.000000,1,no,0.000000,0
713,1,1,1.000000,1,no,0.000000,0
714,1,1,1.000000,2,yes,0.416100,0
715,1,1,1.000000,1,no,0.000000,0
716,1,2,0.384700,3,yes,0.195000,0
717,1,1,1.000000,1,no,0.000000,0
718,1,1,1.000000,1,no,0.000000,0
719,1,1,1.000000,1,no,0.000000,0
720,1,1,1.000000,1,no,0.000000,0
721,0,2,0.000000,1,no,0.000000,0
722,1,1,1.000000,1,no,0.000000,0
723,1,1,1.000000,1,no,0.000000,0
724,1,1,1.000000,2,yes,0.090500,0
725,1,1,1.000000,1,no,0.000000,0
726,1,1,1.000000,1,no,0.000000,0
727,1,1,1.000000,1,no,0.000000,0
728,1,1,1.000000,1,no,0.000000,0
729,1,1,1.000000,1,no,0.000000,0
730,1,1,1.000000,1,no,0.000000,0
731,1,1,1.000000,1,no,0.005800,0
732,1,1,1.000000,1,no,0.000000,0
733,1,1,1.000000,1,no,0.000000,0
734,1,1,1.000000,1,no,0.000000,0
735,1,1,1.000000,1,no,0.000000,0
736,1,1,1.000000,1,no,0.000000,0
737,1,1,1.000000,1,no,0.000000,0
738,1,2,0.244800,4,yes,0.119100,0
739,1,1,1.000000,1,no,0.000000,0
740,1,1,1.000000,1,no,0.000000,0
741,1,1,1.000000,1,no,0.000000,0
742,1,1,1.000000,1,no,0.001800,0
743,1,1,1.000000,1,no,0.000000,0
744,1,2,0.736700,2,yes,0.736700,0
745,1,1,1.000000,1,no,0.000200,0
746,1,1,1.000000,1,no,0.000000,0
747,1,1,1.000000,1,no,0.000000,0
748,1,2,0.216700,2,yes,0.216700,0
749,0,8,0.000000,3,yes,0.051100,0
750,1,1,1.000000,1,no,0.000000,0
751,1,1,1.000000,1,no,0.000000,0
752,1,1,1.000000,1,no,0.020200,0
753,1,1,1.000000,1,no,0.000000,0
754,1,1,1.000000,1,no,0.000000,0
755,0,2,0.000000,1,no,0.000000,0
756,1,1,1.000000,1,no,0.000000,0
757,1,1,1.000000,1,no,0.000000,0
758,1,1,1.000000,1,no,0.010700,0
759,0,3,0.000700,1,no,0.028000,0
760,1,1,1.000000,1,no,0.000000,0
761,0,15,0.000000,1,no,0.000000,0
762,1,1,1.000000,1,no,0.000000,0
763,1,1,1.000000,1,no,0.000000,0
764,1,1,1.000000,1,no,0.000000,0
765,1,1,1.000000,1,no,0.000000,0
766,1,1,1.000000,1,no,0.000000,0
767,1,1,1.000000,1,no,0.000000,0
768,1,1,1.000000,1,no,0.000000,0
769,1,1,1.000000,1,no,0.006000,0
770,1,1,1.000000,1,no,0.000000,0
771,1,1,1.000000,1,no,0.000000,0
772,0,9,0.000000,1,no,0.000000,0
773,1,1,1.000000,1,no,0.000000,0
774,1,1,1.000000,1,no,0.012700,0
775,1,1,1.000000,1,no,0.000000,0
776,1,1,1.000000,1,no,0.000000,0
777,1,1,1.000000,1,no,0.013300,0
778,1,1,1.000000,1,no,0.000000,0
779,1,1,1.000000,2,yes,0.471300,0
780,1,1,1.000000,1,no,0.000000,0
781,1,1,1.000000,1,no,0.000000,0
782,1,1,1.000000,1,no,0.000000,0
783,1,1,1.000000,1,no,0.000000,0
784,1,1,1.000000,1,no,0.000000,0
785,1,1,1.000000,1,no,0.000000,0
786,1,1,1.000000,1,no,0.000000,0
787,1,1,1.000000,1,no,0.000000,0
788,1,1,1.000000,1,no,0.000000,0
789,1,1,1.000000,1,no,0.000000,0
790,1,1,1.000000,1,no,0.000000,0
791,1,2,0.574000,2,yes,0.574000,0
792,1,1,1.000000,1,no,0.000000,0
793,0,4,0.000000,3,yes,0.440600,0
794,1,1,1.000000,1,no,0.000000,0
795,1,1,1.000000,1,no,0.000000,0
796,0,3,0.000000,2,yes,0.402100,0
797,1,1,1.000000,1,no,0.019700,0
798,1,1,1.000000,1,no,0.000300,0
799,1,1,1.000000,1,no,0.000000,0
800,1,1,1.000000,1,no,0.000000,0
801,0,2,0.000000,1,no,0.000000,0
802,1,1,1.000000,1,no,0.000000,0
803,1,1,1.000000,1,no,0.000000,0
804,1,1,1.000000,2,yes,0.256500,0
805,1,1,1.000000,1,no,0.000400,0
806,1,2,0.142800,2,yes,0.142800,0
807,1,1,1.000000,1,no,0.000000,0
808,1,1,1.000000,1,no,0.000000,0
809,1,1,1.000000,1,no,0.000000,0
810,1,1,1.000000,1,no,0.000000,0
811,0,3,0.000000,1,no,0.007600,0
812,0,2,0.003800,1,no,0.001400,0
813,1,1,1.000000,1,no,0.000000,0
814,1,1,1.000000,1,no,0.016200,0
815,1,1,1.000000,1,no,0.017500,0
816,1,1,1.000000,1,no,0.009600,0
817,1,1,1.000000,1,no,0.000000,0
818,1,1,1.000000,1,no,0.000000,0
819,1,2,0.379000,2,yes,0.379000,0
820,1,1,1.000000,1,no,0.000000,0
821,1,1,1.000000,1,no,0.000000,0
822,1,1,1.000000,1,no,0.000000,0
823,1,1,1.000000,1,no,0.001000,0
824,1,1,1.000000,2,yes,0.355000,0
825,1,1,1.000000,1,no,0.000000,0
826,1,1,1.000000,1,no,0.000000,0
827,1,1,1.000000,1,no,0.000000,0
828,1,1,1.000000,1,no,0.000000,0
829,1,1,1.000000,1,no,0.000000,0
830,1,1,1.000000,1,no,0.000000,0
831,1,1,1.000000,1,no,0.000000,0
832,0,3,0.000000,1,no,0.000000,0
833,1,1,1.000000,1,no,0.000000,0
834,1,1,1.000000,1,no,0.000000,0
835,1,1,1.000000,1,no,0.000000,0
836,1,1,1.000000,1,no,0.000000,0
837,1,1,1.000000,1,no,0.000000,0
838,1,1,1.000000,1,no,0.000000,0
839,1,1,1.000000,1,no,0.000000,0
840,1,1,1.000000,1,no,0.000000,0
841,1,1,1.000000,1,no,0.000000,0
842,1,1,1.000000,1,no,0.000000,0
843,1,1,1.000000,1,no,0.000000,0
844,1,1,1.000000,1,no,0.000000,0
845,1,1,1.000000,1,no,0.003600,0
846,1,2,0.629300,2,yes,0.629300,0
847,1,1,1.000000,1,no,0.000000,0
848,1,1,1.000000,1,no,0.000700,0
849,1,1,1.000000,1,no,0.000000,0
850,1,1,1.000000,1,no,0.000000,0
851,1,1,1.000000,1,no,0.000000,0
852,1,1,1.000000,1,no,0.007200,0
853,1,1,1.000000,1,no,0.000000,0
854,0,2,0.000700,1,no,0.000700,0
855,1,1,1.000000,1,no,0.000000,0
856,0,30,0.000000,1,no,0.031200,0
857,1,1,1.000000,1,no,0.000000,0
858,1,1,1.000000,1,no,0.007100,0
859,1,1,1.000000,4,yes,0.076400,0
860,1,1,1.000000,1,no,0.000000,0
861,1,1,1.000000,1,no,0.000000,0
862,1,1,1.000000,2,yes,0.598400,0
863,1,1,1.000000,1,no,0.000000,0
864,1,1,1.000000,1,no,0.000000,0
865,1,1,1.000000,1,no,0.000000,0
866,1,1,1.000000,1,no,0.000000,0
867,1,1,1.000000,1,no,0.000000,0
868,1,1,1.000000,1,no,0.000000,0
869,1,1,1.000000,2,yes,0.092200,0
870,1,1,1.000000,2,yes,0.191900,0
871,0,3,0.000000,1,no,0.001300,0
872,1,1,1.000000,1,no,0.000000,0
873,1,1,1.000000,1,no,0.000000,0
874,1,1,1.000000,1,no,0.000000,0
875,1,1,1.000000,1,no,0.000000,0
876,1,1,1.000000,1,no,0.000000,0
877,1,1,1.000000,1,no,0.000100,0
878,1,1,1.000000,4,yes,0.404500,0
879,1,1,1.000000,1,no,0.000000,0
880,1,1,1.000000,1,no,0.000000,0
881,1,1,1.000000,1,no,0.000000,0
882,1,1,1.000000,1,no,0.000000,0
883,0,2,0.001600,1,no,0.001600,0
884,1,1,1.000000,1,no,0.000000,0
885,1,1,1.000000,1,no,0.000000,0
886,1,1,1.000000,1,no,0.000000,0
887,1,1,1.000000,1,no,0.000000,0
888,1,1,1.000000,1,no,0.000000,0
889,1,1,1.000000,1,no,0.000000,0
890,1,1,1.000000,1,no,0.000000,0
891,1,1,1.000000,1,no,0.000000,0
892,1,1,1.000000,1,no,0.000000,0
893,1,1,1.000000,1,no,0.000000,0
894,1,1,1.000000,1,no,0.000000,0
895,1,1,1.000000,1,no,0.000000,0
896,1,1,1.000000,1,no,0.000000,0
897,0,3,0.000300,1,no,0.011600,0
898,1,1,1.000000,1,no,0.000000,0
899,1,1,1.000000,2,yes,0.068000,0
900,1,1,1.000000,1,no,0.000000,0
901,1,1,1.000000,1,no,0.000000,0
902,1,1,1.000000,2,yes,0.173100,0
903,1,1,1.000000,1,no,0.000000,0
904,0,2,0.000000,1,no,0.000000,0
905,1,1,1.000000,1,no,0.000000,0
906,1,1,1.000000,1,no,0.038100,0
907,1,2,0.543500,2,yes,0.543500,0
908,0,2,0.000000,1,no,0.000000,0
909,1,1,1.000000,1,no,0.000000,0
910,1,1,1.000000,1,no,0.000100,0
911,1,1,1.000000,1,no,0.000000,0
912,1,1,1.000000,1,no,0.000000,0
913,1,1,1.000000,1,no,0.000000,0
914,1,1,1.000000,1,no,0.000000,0
915,1,1,1.000000,1,no,0.006100,0
916,1,1,1.000000,1,no,0.000100,0
917,1,1,1.000000,1,no,0.000000,0
918,1,1,1.000000,2,yes,0.134700,0
919,1,1,1.000000,1,no,0.000800,0
920,1,1,1.000000,1,no,0.000000,0
921,0,3,0.000000,1,no,0.000100,0
922,1,1,1.000000,1,no,0.000000,0
923,1,1,1.000000,3,yes,0.363700,0
924,1,1,1.000000,1,no,0.000000,0
925,1,1,1.000000,2,yes,0.363000,0
926,0,4,0.000100,2,yes,0.051300,0
927,1,1,1.000000,1,no,0.000000,0
928,1,1,1.000000,1,no,0.000000,0
929,0,2,0.000300,1,no,0.000300,0
930,0,2,0.000400,1,no,0.000400,0
931,1,1,1.000000,1,no,0.000000,0
932,0,3,0.000000,1,no,0.000000,0
933,1,1,1.000000,1,no,0.000100,0
934,1,1,1.000000,1,no,0.001000,0
935,1,1,1.000000,1,no,0.000900,0
936,1,1,1.000000,1,no,0.000000,0
937,1,1,1.000000,1,no,0.000000,0
938,1,1,1.000000,1,no,0.010100,0
939,1,1,1.000000,1,no,0.000000,0
940,1,1,1.000000,1,no,0.000000,0
941,0,4,0.000000,1,no,0.000000,0
942,0,3,0.000000,1,no,0.000000,0
943,1,1,1.000000,1,no,0.000000,0
944,1,1,1.000000,2,yes,0.686100,0
945,1,1,1.000000,1,no,0.000000,0
946,1,1,1.000000,1,no,0.000000,0
947,1,1,1.000000,1,no,0.000000,0
948,1,1,1.000000,1,no,0.000000,0
949,1,1,1.000000,1,no,0.000000,0
950,1,1,1.000000,2,yes,0.331500,0
951,1,1,1.000000,1,no,0.000000,0
952,0,2,0.019100,1,no,0.019100,0
953,1,1,1.000000,1,no,0.000000,0
954,1,1,1.000000,2,yes,0.238800,0
955,1,1,1.000000,2,yes,0.125500,0
956,1,1,1.000000,2,yes,0.423300,0
957,0,2,0.032700,1,no,0.032700,0
958,1,1,1.000000,1,no,0.001400,0
959,1,1,1.000000,1,no,0.000000,0
960,1,1,1.000000,1,no,0.000000,0
961,1,1,1.000000,1,no,0.000000,0
962,1,1,1.000000,1,no,0.000000,0
963,1,1,1.000000,1,no,0.000000,0
964,1,1,1.000000,1,no,0.000000,0
965,1,1,1.000000,1,no,0.000000,0
966,1,1,1.000000,1,no,0.000000,0
967,1,1,1.000000,1,no,0.000000,0
968,1,2,0.186100,2,yes,0.186100,0
969,1,1,1.000000,1,no,0.000000,0
970,1,1,1.000000,1,no,0.000000,0
971,1,1,1.000000,1,no,0.000000,0
972,1,1,1.000000,1,no,0.000000,0
973,1,1,1.000000,1,no,0.000000,0
974,1,1,1.000000,1,no,0.000600,0
975,1,1,1.000000,1,no,0.000000,0
976,1,1,1.000000,1,no,0.000000,0
977,1,1,1.000000,1,no,0.000000,0
978,1,1,1.000000,1,no,0.000000,0
979,1,1,1.000000,1,no,0.000000,0
980,1,1,1.000000,1,no,0.000000,0
981,1,1,1.000000,1,no,0.000000,0
982,1,1,1.000000,1,no,0.000000,0
983,0,4,0.000000,1,no,0.000000,0
984,1,1,1.000000,1,no,0.000000,0
985,1,1,1.000000,1,no,0.000000,0
986,1,1,1.000000,1,no,0.000000,0
987,1,1,1.000000,1,no,0.000000,0
988,1,1,1.000000,1,no,0.000000,0
989,1,1,1.000000,1,no,0.000000,0
990,1,1,1.000000,1,no,0.000000,0
991,1,1,1.000000,1,no,0.000000,0
992,1,1,1.000000,1,no,0.000000,0
993,1,1,1.000000,1,no,0.000000,0
994,1,1,1.000000,1,no,0.000000,0
995,1,2,0.681100,2,yes,0.681100,0
996,1,1,1.000000,1,no,0.000100,0
997,0,107,0.000000,3,yes,0.150800,0
998,1,1,1.000000,1,no,0.035100,0
999,1,1,1.000000,1,no,0.000000,0
